50000; 0.00±0.00; min: 0.00, max: 0.00; efficiency: 0.000000
100000; 360.00±0.00; min: 360.00, max: 360.00; efficiency: 3.600000
150000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 2.933333
200000; 416.00±36.66; min: 379.34, max: 452.66; efficiency: 2.080000
250000; 408.00±39.19; min: 368.81, max: 447.19; efficiency: 1.632000
300000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 1.466667
350000; 424.00±32.00; min: 392.00, max: 456.00; efficiency: 1.211429
400000; 424.00±32.00; min: 392.00, max: 456.00; efficiency: 1.060000
450000; 408.00±39.19; min: 368.81, max: 447.19; efficiency: 0.906667
500000; 432.00±24.00; min: 408.00, max: 456.00; efficiency: 0.864000
550000; 424.00±32.00; min: 392.00, max: 456.00; efficiency: 0.770909
600000; 408.00±39.19; min: 368.81, max: 447.19; efficiency: 0.680000
650000; 416.00±36.66; min: 379.34, max: 452.66; efficiency: 0.640000
700000; 424.00±32.00; min: 392.00, max: 456.00; efficiency: 0.605714
750000; 392.00±64.00; min: 328.00, max: 456.00; efficiency: 0.522667
800000; 424.00±32.00; min: 392.00, max: 456.00; efficiency: 0.530000
850000; 400.00±40.00; min: 360.00, max: 440.00; efficiency: 0.470588
900000; 416.00±51.22; min: 364.78, max: 467.22; efficiency: 0.462222
950000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.463158
1000000; 424.00±32.00; min: 392.00, max: 456.00; efficiency: 0.424000
1050000; 432.00±24.00; min: 408.00, max: 456.00; efficiency: 0.411429
1100000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.400000
1150000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.382609
1200000; 432.00±24.00; min: 408.00, max: 456.00; efficiency: 0.360000
1250000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.352000
1300000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.338462
1350000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.325926
1400000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.314286
1450000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.303448
1500000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.293333
1550000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.283871
1600000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.275000
1650000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.266667
1700000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.258824
1750000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.251429
1800000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.244444
1850000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.237838
1900000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.231579
1950000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.225641
2000000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.220000
2050000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.214634
2100000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.209524
2150000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.204651
2200000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.200000
2250000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.195556
2300000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.191304
2350000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.187234
2400000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.183333
2450000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.179592
2500000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.176000
2550000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.172549
2600000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.169231
2650000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.166038
2700000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.162963
2750000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.160000
2800000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.157143
2850000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.154386
2900000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.151724
2950000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.149153
3000000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.146667
3050000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.144262
3100000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.141935
3150000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.139683
3200000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.137500
3250000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.135385
3300000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.133333
3350000; 440.00±0.00; min: 440.00, max: 440.00; efficiency: 0.131343
